Регио,МО,Тип н�,Насел,Адрес,Широт,Долго,Кратк,icon_url
Новосибирская область,Тогучинский район,Село,Лекарственное,"Новосибирская область, Тогучинский район, с. Лекарственное, ул. Озерная, 9","55.00194444444445","83.64833333333334",ФАП,./0.png
Новосибирская область,Тогучинский район,Деревня,Кудрино,"Новосибирская область, Тогучинский район, д. Кудрино, ул. Центральная, 2 а","55.24805555555556","84.29583333333333",ФАП,./0.png
Новосибирская область,Тогучинский район,Деревня,Боровлянка,"Новосибирская область, Тогучинский район, д. Боровлянка, ул. Школьный, 5/3","55.018055555555556","84.11194444444443",ФАП,./0.png
Новосибирская область,Тогучинский район,Село,Юрты,"Новосибирская область, Тогучинский район, с. Юрты, ул. Центральная, 113","54.85194444444445","84.80777777777777",ФАП,./0.png
Новосибирская область,Тогучинский район,Деревня,Кусмень,"Новосибирская область, Тогучинский район, д. Кусмень, ул. Новая, 12","55.257222222222225","84.79388888888889",ФАП,./0.png
Новосибирская область,Тогучинский район,Станция,Курундус,"Новосибирская область, Тогучинский район, ст. Курундус, ул. Суворова, 12","55.05722222222222","84.77777777777777",ФАП,./0.png
Новосибирская область,Тогучинский район,Село,Вассино,"Новосибирская область, Тогучинский район, с. Вассино, ул. Центральная, 20/6","55.053888888888885","84.36888888888888",ФАП,./0.png
Новосибирская область,Тогучинский район,Село,Лебедево,"Новосибирская область, Тогучинский район, с. Лебедево, ул. Центральная, 53","54.919444444444444","84.33833333333332",ФАП,./0.png
Новосибирская область,Тогучинский район,Село,Кудельный Ключ,"Новосибирская область, Тогучинский район, с. Кудельный Ключ, ул. Центральная, 4/1","55.15472222222222","84.25138888888888",ФАП,./0.png
Новосибирская область,Убинский район,Деревня,Херсонка,"Новосибирская область, Убинский район, д. Херсонка, ул. Мира, 21","55.05333333333333","79.8",ФАП,./0.png
Новосибирская область,Тогучинский район,Деревня,Долгово,"Новосибирская область, Тогучинский район, д. Долгово, ул. Новая, 6","55.43888888888888","84.455",ФАП,./0.png
Новосибирская область,Тогучинский район,Деревня,Старогутово,"Новосибирская область, Тогучинский район, д. Старогутово, ул. Центральная, 36","54.743611111111115","84.61666666666666",ФАП,./0.png
Новосибирская область,Татарский район,Деревня,Степановка 2-я,"Новосибирская область, Татарский район, д. Степановка 2-я, ул. Центральная, 11","55.22805555555556","75.51333333333334",ФАП,./0.png
Новосибирская область,Татарский район,Село,Кочневка,"Новосибирская область, Татарский район, с. Кочневка, ул. Зеленая, 69","55.48222222222223","76.12249999999999",ФАП,./0.png
